link_id,from_node_id,to_node_id,time_period,volume,travel_time,speed,VOC,queue,density,geometry,notes
1,1,547,AM,4989.130000000012,0.8626833540943432,59.9990712169688,0.1007905050505053,,,"LINESTRING (-87.675575 42.011629, -87.663667 42.020633)",
2,2,548,AM,6719.410000000007,0.8627139379433055,59.99694420539372,0.1357456565656567,,,"LINESTRING (-87.699386 42.003527, -87.687483 42.012530)",
3,3,549,AM,10095.530000000013,0.8628938884313021,59.984432262114474,0.20395010101010128,,,"LINESTRING (-87.664855 41.977415, -87.652950 41.986419)",
4,4,550,AM,9444.62000000001,0.8628414956523571,59.988074589373284,0.19080040404040424,,,"LINESTRING (-87.689857 41.963911, -87.677957 41.972914)",
5,5,551,AM,17223.820000000007,0.8645668503604669,59.868360646050036,0.34795595959595976,,,"LINESTRING (-87.652946 41.932398, -87.641042 41.941401)",
6,6,552,AM,6446.030000000007,0.8627072121230436,59.99741195233883,0.1302228282828284,,,"LINESTRING (-87.743446 41.990019, -87.731543 41.999024)",
7,7,553,AM,9884.279999999993,0.8628757289060527,59.98569465573124,0.1996824242424241,,,"LINESTRING (-87.725585 41.960306, -87.713681 41.969312)",
8,8,554,AM,9252.299999999987,0.8628279479461173,59.989016493045234,0.18691515151515126,,,"LINESTRING (-87.799415 41.987318, -87.787511 41.996323)",
9,9,555,AM,6699.450000000006,0.8627134181944681,59.99698035104921,0.13534242424242438,,,"LINESTRING (-87.822036 41.948603, -87.810136 41.957608)",
10,10,556,AM,13823.649999999996,0.8634570568015159,59.94530890943682,0.2792656565656565,,,"LINESTRING (-87.763686 41.938700, -87.751787 41.947704)",
11,11,557,AM,10551.060000000018,0.8629371157705434,59.9814274459405,0.21315272727272763,,,"LINESTRING (-87.761306 41.896383, -87.749405 41.905386)",
12,12,558,AM,6985.779999999997,0.8627213304151329,59.99643010460112,0.14112686868686863,,,"LINESTRING (-87.725585 41.901785, -87.713681 41.910789)",
13,13,559,AM,9401.480000000001,0.8628383837063516,59.98829094466371,0.18992888888888892,,,"LINESTRING (-87.719627 41.872072, -87.707727 41.881076)",
14,14,560,AM,14763.690000000013,0.8636939879095409,59.928864533697684,0.29825636363636393,,,"LINESTRING (-87.713676 41.929697, -87.701773 41.938700)",
15,15,561,AM,8934.72,0.8628073532520638,59.990448394890514,0.18049939393939393,,,"LINESTRING (-87.680335 41.903585, -87.668431 41.912589)",
16,16,562,AM,10301.010000000007,0.8629126802277259,59.983125970915495,0.20810121212121227,,,"LINESTRING (-87.668426 41.875673, -87.656523 41.884678)",
17,17,563,AM,9098.550000000007,0.8628177079609289,59.98972844718651,0.18380909090909103,,,"LINESTRING (-87.637466 41.901785, -87.625562 41.910789)",
18,18,564,AM,9300.740000000002,0.8628312817304457,59.98878470909477,0.1878937373737374,,,"LINESTRING (-87.630325 41.880175, -87.618417 41.889180)",
19,19,565,AM,2624.6100000000047,0.862671022761274,59.9999288654947,0.053022424242424336,,,"LINESTRING (-87.625556 41.858568, -87.613654 41.867571)",
20,20,566,AM,7707.95,0.8627460800367885,59.99470898528207,0.1557161616161616,,,"LINESTRING (-87.717246 41.840559, -87.705345 41.849564)",
21,21,567,AM,4696.170000000001,0.8626804831161611,59.99927089231532,0.09487212121212123,,,"LINESTRING (-87.670806 41.854067, -87.658904 41.863069)",
22,22,568,AM,3370.820000000003,0.8626727826424548,59.9998064636434,0.06809737373737379,,,"LINESTRING (-87.621986 41.836058, -87.610081 41.845062)",
23,23,569,AM,12667.830000000014,0.8632250397220884,59.96142097159736,0.25591575757575785,,,"LINESTRING (-87.662475 41.823454, -87.650569 41.832457)",
24,24,570,AM,6010.9200000000055,0.862698137075145,59.99804308780077,0.12143272727272739,,,"LINESTRING (-87.713676 41.818953, -87.701773 41.827955)",
25,25,571,AM,5993.209999999992,0.8626978069362148,59.99806604797246,0.12107494949494933,,,"LINESTRING (-87.769645 41.789240, -87.757741 41.798243)",
26,26,572,AM,12936.830000000014,0.8632737076005753,59.95804058931066,0.2613501010101013,,,"LINESTRING (-87.710105 41.782038, -87.698201 41.791040)",
27,27,573,AM,7749.490000000001,0.8627477333970682,59.99459401208077,0.15655535353535355,,,"LINESTRING (-87.658897 41.778433, -87.646996 41.787438)",
28,28,574,AM,8700.360000000019,0.8627934991734323,59.991411675663954,0.17576484848484886,,,"LINESTRING (-87.613647 41.806345, -87.601746 41.815350)",
29,29,575,AM,14581.240000000003,0.8636443006490786,59.93231236644441,0.29457050505050514,,,"LINESTRING (-87.601745 41.764029, -87.589838 41.773032)",
