agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,toll,travel_time,distance,node_sequence,link_sequence,time_sequence,time_decimal_sequence,link_travel_time_sequence,
1,1,2,0,1,2,p,AM,1.00,0.0,13.3161,6.0000,1;2;,1;,0730:00;0743:18;,450.00;463.32;,13.32;
2,1,3,0,1,3,p,AM,1.00,0.0,775.2443,4.0000,1;3;,2;,0730:00;2025:14;,450.00;1225.24;,775.24;
3,1,4,0,1,4,p,AM,5.00,0.0,2237.2244,8.0000,1;3;4;,2;6;,0730:00;2025:14;4447:13;,450.00;1225.24;2687.22;,775.24;1461.98;
4,1,5,0,1,5,p,AM,1.87,0.0,3389.5059,10.0000,1;3;4;5;,2;6;9;,0730:00;2025:14;4447:13;6359:30;,450.00;1225.24;2687.22;3839.51;,775.24;1461.98;1152.28;
5,1,5,1,1,5,p,AM,0.13,0.0,14481.3320,15.0000,1;2;6;5;,1;4;15;,6359:30;6412:49;26225:43;30520:50;,3839.51;3852.82;15745.73;18320.84;,13.32;11892.91;2575.11;
6,1,6,0,1,6,p,AM,2.30,0.0,11906.2266,11.0000,1;2;6;,1;4;,0730:00;0743:18;20556:13;,450.00;463.32;12356.23;,13.32;11892.91;
7,1,6,2,1,6,p,AM,0.40,0.0,12267.9707,14.0000,1;3;4;5;6;,2;6;9;12;,20556:13;21851:28;24313:27;26225:43;41024:11;,12356.23;13131.47;14593.45;15745.73;24624.20;,775.24;1461.98;1152.28;8878.46;
8,1,6,1,1,6,p,AM,0.30,0.0,116295.9844,27.0000,1;3;4;5;9;8;6;,2;6;9;13;24;19;,41024:11;42319:26;44741:25;46653:42;109518:07;232453:15;234840:10;,24624.20;25399.44;26861.42;28013.70;65718.13;139493.27;140920.17;,775.24;1461.98;1152.28;37704.43;73775.13;1426.91;
9,1,7,0,1,7,p,AM,1.83,0.0,143149.5469,16.0000,1;2;6;8;7;,1;4;16;20;,0730:00;0743:18;20556:13;155742:55;239319:32;,450.00;463.32;12356.23;93462.93;143599.55;,13.32;11892.91;81106.70;50136.62;
10,1,7,4,1,7,p,AM,0.83,0.0,165005.6875,28.0000,1;3;4;5;9;8;7;,2;6;9;13;24;20;,239319:32;240614:47;243036:46;244949:03;307813:30;430748:37;514325:15;,143599.55;144374.80;145836.78;146989.06;184693.50;258468.63;308605.25;,775.25;1461.98;1152.28;37704.44;73775.13;50136.63;
11,1,7,10,1,7,p,AM,0.33,0.0,145430.5313,23.0000,1;2;6;8;16;18;7;,1;4;16;22;50;54;,514325:15;514338:33;534151:28;669338:11;753046:24;756713:45;756715:46;,308605.25;308618.56;320511.47;401618.19;451846.41;454033.75;454035.78;,13.31;11892.91;81106.72;50228.22;2187.34;2.03;
12,1,7,9,1,7,p,AM,0.33,0.0,145792.2813,26.0000,1;3;4;5;6;8;16;18;7;,2;6;9;12;16;22;50;54;,756715:46;758011:01;760433:00;762345:16;777143:45;912330:26;996038:41;999706:00;999708:03;,454035.78;454811.03;456273.00;457425.28;466303.75;547410.44;597638.69;599826.00;599828.06;,775.25;1461.97;1152.28;8878.47;81106.69;50228.25;2187.31;2.06;
13,1,7,5,1,7,p,AM,0.17,0.0,156185.7969,27.0000,1;3;4;5;9;10;16;18;7;,2;6;9;13;25;29;50;54;,999708:03;1001003:18;1003425:18;1005337:37;1068202:03;1101108:15;1256344:30;1260011:48;1260013:52;,599828.06;600603.31;602065.31;603217.63;640922.06;660668.25;753824.50;756011.81;756013.88;,775.25;1462.00;1152.31;37704.44;19746.19;93156.25;2187.31;2.06;
14,1,7,6,1,7,p,AM,0.33,0.0,152639.5938,28.0000,1;3;12;11;10;16;18;7;,2;7;36;32;29;50;54;,1260013:52;1261309:07;1267352:11;1325247:26;1355507:48;1510744:07;1514411:26;1514413:30;,756013.88;756789.13;760432.19;795167.44;813307.81;906464.13;908651.44;908653.50;,775.25;3643.06;34735.25;18140.38;93156.31;2187.31;2.06;
15,1,7,1,1,7,p,AM,0.33,0.0,175022.6875,34.0000,1;3;12;11;10;17;16;18;7;,2;7;36;32;30;52;50;54;,1514413:30;1515708:45;1521751:48;1579647:03;1609907:26;1786416:45;1802446:52;1806114:15;1806116:15;,908653.50;909428.75;913071.81;947807.06;965947.44;1071856.75;1081486.88;1083674.25;1083676.25;,775.25;3643.06;34735.25;18140.38;105909.31;9630.13;2187.38;2.00;
16,1,7,2,1,7,p,AM,0.33,0.0,175467.9688,37.0000,1;3;4;5;9;10;15;19;20;18;7;,2;6;9;13;25;28;45;59;60;54;,1806116:15;1807411:30;1809833:30;1811745:45;1874610:07;1907516:22;2062352:00;2070538:00;2098500:52;2098542:15;2098544:15;,1083676.25;1084451.50;1085913.50;1087065.75;1124770.13;1144516.38;1237432.00;1242338.00;1259100.88;1259142.25;1259144.25;,775.25;1462.00;1152.25;37704.38;19746.25;92915.63;4906.00;16762.88;41.38;2.00;
17,1,7,7,1,7,p,AM,0.17,0.0,198846.3906,39.0000,1;3;4;11;10;15;22;20;18;7;,2;6;10;32;28;46;68;60;54;,2098544:15;2099839:30;2102301:30;2181025:52;2211246:15;2366121:52;2428342:45;2429907:22;2429948:45;2429950:45;,1259144.25;1259919.50;1261381.50;1308625.88;1326766.25;1419681.88;1457022.75;1457947.38;1457988.75;1457990.75;,775.25;1462.00;47244.38;18140.38;92915.63;37340.88;924.63;41.38;2.00;
18,1,7,8,1,7,p,AM,0.17,0.0,191188.3906,36.0000,1;3;4;11;14;15;19;20;18;7;,2;6;10;34;41;45;59;60;54;,2429950:45;2431246:00;2433708:00;2512432:22;2667505:52;2712427:00;2720613:00;2748535:52;2748617:15;2748619:15;,1457990.75;1458766.00;1460228.00;1507472.38;1600505.88;1627467.00;1632373.00;1649135.88;1649177.25;1649179.25;,775.25;1462.00;47244.38;93033.50;26961.13;4906.00;16762.88;41.38;2.00;
19,1,7,3,1,7,p,AM,0.17,0.0,147834.9688,30.0000,1;3;12;13;24;21;20;18;7;,2;7;37;39;75;64;60;54;,2748619:15;2749914:30;2755957:30;2757539:52;2971029:45;2994701:15;2994930:52;2995012:15;2995014:15;,1649179.25;1649954.50;1653597.50;1654539.88;1782629.75;1796821.25;1796970.88;1797012.25;1797014.25;,775.25;3643.00;942.38;128089.88;14191.50;149.63;41.38;2.00;
20,1,8,0,1,8,p,AM,4.27,0.0,93012.9297,13.0000,1;2;6;8;,1;4;16;,0730:00;0743:18;20556:13;155742:55;,450.00;463.32;12356.23;93462.93;,13.32;11892.91;81106.70;
21,1,8,5,1,8,p,AM,0.53,0.0,93374.6719,16.0000,1;3;4;5;6;8;,2;6;9;12;16;,155742:55;157038:10;159500:08;161412:25;176210:53;311357:35;,93462.93;94238.17;95700.15;96852.43;105730.89;186837.59;,775.24;1461.98;1152.28;8878.46;81106.70;
22,1,8,1,1,8,p,AM,1.87,0.0,114869.0703,25.0000,1;3;4;5;9;8;,2;6;9;13;24;,311357:35;312652:50;315114:49;317027:06;379851:31;502826:39;,186837.59;187612.84;189074.83;190227.11;227931.53;301706.66;,775.25;1461.98;1152.28;37704.42;73775.13;
23,1,8,3,1,8,p,AM,0.27,0.0,154034.2031,27.0000,1;3;4;5;9;10;16;8;,2;6;9;13;25;29;47;,502826:39;504121:54;506543:52;508456:09;571320:35;604226:46;759503:03;759540:50;,301706.66;302481.91;303943.88;305096.16;342800.59;362546.78;455703.06;455740.84;,775.25;1461.97;1152.28;37704.44;19746.19;93156.28;37.78;
24,1,8,4,1,8,p,AM,0.53,0.0,150488.0000,28.0000,1;3;12;11;10;16;8;,2;7;36;32;29;47;,759540:50;760836:05;766919:07;824814:24;855034:46;1010311:03;1010348:48;,455740.84;456516.09;460159.13;494894.41;513034.78;606191.06;606228.81;,775.25;3643.03;34735.28;18140.38;93156.28;37.75;
25,1,8,2,1,8,p,AM,0.53,0.0,175616.1250,40.0000,1;3;4;5;9;10;15;19;20;18;7;8;,2;6;9;13;25;28;45;59;60;54;17;,1010348:48;1011644:03;1014106:03;1016018:22;1078842:48;1111749:00;1266624:37;1274810:37;1302733:26;1302814:45;1302816:48;1303045:00;,606228.81;607004.06;608466.06;609618.38;647322.81;667069.00;759984.63;764890.63;781653.44;781694.75;781696.81;781845.00;,775.25;1462.00;1152.31;37704.44;19746.19;92915.63;4906.00;16762.81;41.31;2.06;148.19;
26,1,9,0,1,9,p,AM,4.33,0.0,41093.9375,15.0000,1;3;4;5;9;,2;6;9;13;,0730:00;2025:14;4447:13;6359:30;69223:56;,450.00;1225.24;2687.22;3839.51;41543.94;,775.24;1461.98;1152.28;37704.43;
27,1,9,4,1,9,p,AM,0.17,0.0,58112.6211,22.0000,1;3;12;11;10;9;,2;7;36;32;26;,69223:56;70519:11;76602:13;134457:30;164717:52;166056:33;,41543.94;42319.18;45962.23;80697.50;98837.88;99656.56;,775.25;3643.04;34735.27;18140.38;818.69;
28,1,9,2,1,9,p,AM,0.17,0.0,147734.3125,25.0000,1;2;6;8;16;10;9;,1;4;16;22;48;26;,166056:33;166109:52;185922:46;321109:29;404817:43;410932:11;412310:52;,99656.56;99669.88;111562.78;192669.48;242897.72;246572.19;247390.88;,13.31;11892.91;81106.70;50228.23;3674.47;818.69;
29,1,9,3,1,9,p,AM,0.17,0.0,173544.5469,31.0000,1;2;6;8;16;17;10;9;,1;4;16;22;49;51;26;,412310:52;412324:11;432137:05;567323:48;651032:01;699538:07;700156:43;701535:24;,247390.88;247404.19;259297.09;340403.81;390632.03;419738.13;420116.72;420935.41;,13.31;11892.91;81106.72;50228.22;29106.09;378.59;818.69;
30,1,9,1,1,9,p,AM,0.17,0.0,153524.9688,38.0000,1;3;12;13;24;21;20;18;16;10;9;,2;7;37;39;75;64;60;55;48;26;,701535:24;702830:39;708913:41;710456:00;923945:48;947617:18;947846:56;947928:15;949927:07;956041:33;957420:15;,420935.41;421710.66;425353.69;426296.00;554385.81;568577.31;568726.94;568768.25;569967.13;573641.56;574460.25;,775.25;3643.03;942.31;128089.81;14191.50;149.63;41.31;1198.88;3674.44;818.69;
31,1,10,5,1,10,p,AM,1.73,0.0,67621.9219,19.0000,1;3;4;11;10;,2;6;10;32;,0730:00;2025:14;4447:13;83211:33;113431:55;,450.00;1225.24;2687.22;49931.55;68071.92;,775.24;1461.98;47244.33;18140.37;
32,1,10,0,1,10,p,AM,7.37,0.0,60840.1367,18.0000,1;3;4;5;9;10;,2;6;9;13;25;,113431:55;114727:09;117149:08;119101:25;181925:51;214832:02;,68071.92;68847.16;70309.14;71461.42;109165.85;128912.05;,775.24;1461.98;1152.28;37704.43;19746.20;
