link_id,from_node_id,to_node_id,time_period,volume,travel_time,speed,VOC,queue,density,geometry,notes
1,1,2,AM,5070.399413160218,6.001321900241923,59.986783909306354,0.1957668005602067,,,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",
2,1,3,AM,8755.072147986546,4.0117508400075845,59.82425369157429,0.3740928569408866,,,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",
3,2,1,AM,5155.072147986545,6.001412436679205,59.985878957387705,0.19903599279555795,,,"LINESTRING (-96.711219 43.606076, -96.770389 43.613091)",
4,2,6,AM,5470.399413160218,6.111342515288367,49.089050278152236,1.1033077438274996,,,"LINESTRING (-96.711515 43.605819, -96.711909 43.587591)",
5,3,1,AM,8670.399413160218,4.011302809630868,59.830935581272044,0.3704749010016584,,,"LINESTRING (-96.774040 43.572936, -96.770156 43.612802)",
6,3,4,AM,14818.613718582046,4.337542411599767,55.3308710845512,0.8660526095563629,,,"LINESTRING (-96.774389 43.572711, -96.747254 43.563403)",
7,3,12,AM,10338.725306475077,4.02285061967971,59.659187648162835,0.44176029867621014,,,"LINESTRING (-96.774563 43.573014, -96.780396 43.543993)",
8,4,3,AM,14783.653158488532,4.334368301839376,55.37139054338119,0.8640093898007543,,,"LINESTRING (-96.747083 43.563904, -96.774217 43.573212)",
9,4,5,AM,18965.547917803142,2.3881350215080985,50.24841515209657,1.0665111349291923,,,"LINESTRING (-96.747162 43.563389, -96.731563 43.563769)",
10,4,11,AM,5344.99342113089,7.26508701532356,49.5520561888228,1.0888535520036353,,,"LINESTRING (-96.747433 43.563649, -96.747105 43.544126)",
11,5,4,AM,18928.64657961942,2.385123043294684,50.311869795295046,1.0644360201875938,,,"LINESTRING (-96.731576 43.564298, -96.747175 43.563918)",
12,5,6,AM,8563.920007611703,9.384240935298417,25.574790934581653,1.730785741673787,,,"LINESTRING (-96.731367 43.563863, -96.711442 43.587414)",
13,5,9,AM,15723.264932483842,9.583868943147486,31.302598332639082,1.5723264932483842,,,"LINESTRING (-96.731834 43.564028, -96.731506 43.548591)",
14,6,2,AM,5555.072147986545,6.181763566930782,48.52984051425775,1.120385122821106,,,"LINESTRING (-96.711379 43.587580, -96.710986 43.605807)",
15,6,5,AM,8544.377800669903,9.33526320439005,25.708969821776034,1.7268362216986304,,,"LINESTRING (-96.711846 43.587757, -96.731771 43.564205)",
16,6,8,AM,12834.319420771919,16.136083389165794,7.4367488755401,2.6200040395831103,,,"LINESTRING (-96.711909 43.587583, -96.711647 43.562321)",
17,7,8,AM,12619.315310380687,6.017797741089536,29.91127448019059,1.6092347560426938,,,"LINESTRING (-96.693445 43.564107, -96.711404 43.562588)",
18,7,18,AM,15580.641562342633,2.0589306656435875,58.28268139495119,0.6657405691818442,,,"LINESTRING (-96.693687 43.563854, -96.694343 43.546754)",
19,8,6,AM,12899.44994865645,16.425221487820238,7.3058375553098855,2.633299816364345,,,"LINESTRING (-96.711117 43.562327, -96.711379 43.587588)",
20,8,7,AM,12528.38640445574,5.931753955278136,30.345156147252894,1.5976393602431298,,,"LINESTRING (-96.711359 43.562060, -96.693400 43.563580)",
21,8,9,AM,7215.714672011526,16.25139167445474,36.91991504599134,1.4287997407462973,,,"LINESTRING (-96.711532 43.562542, -96.731392 43.548814)",
22,8,16,AM,8564.164606581091,11.224054442755783,26.728309411722933,1.697278187194853,,,"LINESTRING (-96.711647 43.562324, -96.711647 43.546744)",
23,9,5,AM,15705.905801241923,9.563659322875296,31.368745986427044,1.5705905801241922,,,"LINESTRING (-96.730977 43.548602, -96.731304 43.564039)",
24,9,8,AM,7158.231590264915,16.054555757897152,37.37256944682902,1.4174173876419778,,,"LINESTRING (-96.731091 43.548379, -96.711231 43.562106)",
25,9,10,AM,21872.839784284697,5.746641218243896,31.32264450903128,1.57180025479898,,,"LINESTRING (-96.731506 43.548612, -96.731702 43.545287)",
26,10,9,AM,21897.997571296153,5.75929960598571,31.25380034282707,1.5736081140630156,,,"LINESTRING (-96.731174 43.545255, -96.730977 43.548581)",
27,10,11,AM,17572.20425171775,12.15099104340426,24.68934418010657,1.7572204251717751,,,"LINESTRING (-96.731458 43.545535, -96.746860 43.544395)",
28,10,15,AM,22457.241320563102,12.867353244576647,27.977781689620855,1.6620218135308829,,,"LINESTRING (-96.731703 43.545272, -96.731768 43.529402)",
