measurement_type,o_zone_id,d_zone_id,from_node_id,to_node_id,obs_count,est_count
link,,,1,2,4266.667,4500.554192687905
link,,,1,3,6733.333,29.847523202901648
link,,,2,1,3000.0,7.840258276917304
link,,,2,6,7266.667,6530.954314448807
link,,,3,4,4933.333,4665.7273663335
link,,,3,12,7200.0,15.680516553834607
link,,,4,3,400.0,3.920129138458652
link,,,4,5,4866.667,3486.0229094331867
link,,,4,11,4866.667,4663.134074283692
link,,,5,4,2200.0,11.573714599258878
link,,,5,6,1833.333,15.752922018497111
link,,,5,9,3766.667,3478.1102456916065
link,,,6,5,2933.333,19.41397287617618
link,,,6,8,6166.667,6527.293263591129
link,,,7,18,4333.333,6515.866547715526
link,,,8,7,4333.333,6515.866547715526
link,,,8,16,1833.333,11.426715875600776
link,,,9,10,3766.667,3478.1102456916065
link,,,10,11,200.0,3.920129138458652
link,,,10,16,3566.667,3474.190116553148
link,,,11,12,2933.333,4651.560359684433
link,,,11,14,2133.333,15.49384373771753
link,,,12,13,5133.333,19.60064569229326
link,,,13,24,533.333,3.920129138458652
link,,,14,15,800.0,3.920129138458652
link,,,14,23,1333.333,11.573714599258878
link,,,15,19,800.0,3.920129138458652
link,,,15,22,400.0,2.7859625904016423
link,,,16,17,2533.333,14.012575808218331
link,,,16,18,2866.667,3471.6042566205306
link,,,17,19,2533.333,14.012575808218331
link,,,18,20,4200.0,6511.694772413479
link,,,19,15,400.0,2.7859625904016423
link,,,19,20,2933.333,15.146742356275341
link,,,20,21,200.0,2012.1203154327827
link,,,21,20,533.333,3.920129138458652
link,,,21,24,600.0,2014.9062780231843
link,,,22,20,533.333,3.920129138458652
link,,,22,21,400.0,2.7859625904016423
link,,,23,22,533.333,3.920129138458652
link,,,23,24,800.0,7.653585460800225
link,,,24,13,1400.0,2022.5598634839846
link,,,24,21,533.333,3.920129138458652
production,1,,,,8000.0,4522.5614576138905
production,2,,,,6000.0,2038.2403800378192
production,3,,,,5000.0,4647.640230545974
production,4,,,,3000.0,3475.776031922578
attraction,,12,,,5000.0,4647.640230545974
attraction,,13,,,6000.0,2038.2403800378192
attraction,,18,,,3000.0,3475.776031922578
attraction,,20,,,8000.0,4522.5614576138905
