measurement_type,o_zone_id,d_zone_id,from_node_id,to_node_id,obs_count,est_count
link,,,1,2,4266.667,4857.853217742353
link,,,1,3,6733.333,22.007264925984344
link,,,2,1,3000.0,7.840258276917304
link,,,2,6,7266.667,8761.376063603897
link,,,3,4,4933.333,20.59673621018194
link,,,3,12,7200.0,6264.214736532107
link,,,4,3,400.0,2.182874588381937
link,,,4,5,4866.667,2026.063011446504
link,,,4,11,4866.667,19.066871494733995
link,,,5,4,2200.0,5.569229529281323
link,,,5,6,1833.333,2017.8152823643316
link,,,5,9,3766.667,3906.639721757775
link,,,6,5,2933.333,3903.9612222048836
link,,,6,8,6166.667,6875.230123763346
link,,,7,18,4333.333,6866.0328718509545
link,,,8,7,4333.333,6866.0328718509545
link,,,8,16,1833.333,9.197251912390985
link,,,9,10,3766.667,3906.639721757775
link,,,10,11,200.0,3894.652306892675
link,,,10,16,3566.667,13.718655925775426
link,,,11,12,2933.333,3898.5724360311337
link,,,11,14,2133.333,11.22661321781669
link,,,12,13,5133.333,3902.1658393353177
link,,,13,24,533.333,3.920129138458652
link,,,14,15,800.0,3.920129138458652
link,,,14,23,1333.333,7.306484079358038
link,,,15,19,800.0,3.920129138458652
link,,,15,22,400.0,6.521249220361275
link,,,16,17,2533.333,9.498687563524797
link,,,16,18,2866.667,12.010119851985364
link,,,17,19,2533.333,9.498687563524797
link,,,18,20,4200.0,4856.896199912783
link,,,19,15,400.0,2.925260719921724
link,,,19,20,2933.333,10.493555982061725
link,,,20,21,200.0,1
link,,,21,20,533.333,3.920129138458652
link,,,21,24,600.0,5.81090986224496
link,,,22,20,533.333,1.7103393581163142
link,,,22,21,400.0,4.81090986224496
link,,,23,22,533.333,0
link,,,23,24,800.0,7.306484079358038
link,,,24,13,1400.0,13.117393941602998
link,,,24,21,533.333,3.920129138458652
production,1,,,,8000.0,4872.020224391421
production,2,,,,6000.0,3911.3631041384624
production,3,,,,5000.0,6260.621333227923
production,4,,,,3000.0,2021.1467917901566
attraction,,12,,,5000.0,6260.621333227923
attraction,,13,,,6000.0,3911.3631041384624
attraction,,18,,,3000.0,2021.1467917901566
attraction,,20,,,8000.0,4872.020224391421
